file_path,label
train/sunflower/4932144003_cbffc89bf0.jpg,3
train/rose/5002458616_b1719ccc40_n.jpg,2
train/dandelion/4657801292_73bef15031.jpg,1
train/tulip/15049902081_dd85361f8c_m.jpg,4
train/dandelion/459633569_5ddf6bc116_m.jpg,1
train/tulip/6958343928_7e596da4ed_m.jpg,4
train/tulip/7205698252_b972087cc2.jpg,4
train/dandelion/8719388716_1a392c4c0e_n.jpg,1
train/tulip/20295820576_8ed2250b5c_n.jpg,4
train/tulip/15147464747_594599c855_m.jpg,4
train/tulip/20138534672_af5fd5eb32_n.jpg,4
train/rose/20409866779_ac473f55e0_m.jpg,2
train/dandelion/6994925894_030e157fe0.jpg,1
train/tulip/17105644339_e301a8a6be_n.jpg,4
train/daisy/9242705328_eee8402a8d.jpg,0
train/dandelion/1413979148_b40d63db90_m.jpg,1
train/daisy/14564545365_1f1d267bf1_n.jpg,0
train/rose/4608559939_3487bf3b62_n.jpg,2
train/daisy/4286053334_a75541f20b_m.jpg,0
train/tulip/6948277038_89d7ff42e2_m.jpg,4
train/daisy/3386988684_bc5a66005e.jpg,0
train/rose/5332550500_ab341aefd8.jpg,2
train/tulip/3502685880_f026400dce_n.jpg,4
train/sunflower/184682506_8a9b8c662d.jpg,3
train/tulip/16755061382_f6531150c1_n.jpg,4
train/sunflower/4823873762_5f79b0c656_n.jpg,3
train/dandelion/4632761610_768360d425.jpg,1
train/tulip/12949131454_4d3392f4dd_n.jpg,4
train/daisy/7377004908_5bc0cde347_n.jpg,0
train/dandelion/4226758402_a1b75ce3ac_n.jpg,1
train/rose/898102603_2d5152f09a.jpg,2
train/rose/5335944839_a3b6168534_n.jpg,2
train/dandelion/34256868592_ca3ffd6b15_n.jpg,1
train/sunflower/4673984698_6ec14d5b79.jpg,3
train/rose/4231745228_ece86330d9.jpg,2
train/tulip/2430566689_8543552f9b.jpg,4
train/dandelion/15782158700_3b9bf7d33e_m.jpg,1
train/tulip/8838914676_8ef4db7f50_n.jpg,4
train/daisy/286875003_f7c0e1882d.jpg,0
train/dandelion/33875742534_31b85d1b05_n.jpg,1
train/dandelion/3476759348_a0d34a4b59_n.jpg,1
train/tulip/14069838099_53d9d1f4af_n.jpg,4
train/tulip/2322670828_34115a7050.jpg,4
train/rose/3948347096_42261f047a_m.jpg,2
train/tulip/14238880951_2f62f042be_n.jpg,4
train/sunflower/7492109308_bbbb982ebe_n.jpg,3
train/daisy/3337536080_1db19964fe.jpg,0
train/dandelion/34700475225_fbc12d0834_n.jpg,1
train/daisy/16020253176_60f2a6a5ca_n.jpg,0
train/tulip/116343334_9cb4acdc57_n.jpg,4
train/sunflower/9491955955_d0b2c83834.jpg,3
train/tulip/6982913043_3b873c6a25.jpg,4
train/daisy/5133243796_44de429de5_m.jpg,0
train/dandelion/8749577087_dc2521615f_n.jpg,1
train/dandelion/2335702923_decb9a860b_m.jpg,1
train/dandelion/17095758258_a33642946f_n.jpg,1
train/rose/9614492283_66020fb4eb_n.jpg,2
train/tulip/8706523526_a0f161b72b.jpg,4
train/rose/21522100663_455b77a90c_n.jpg,2
train/daisy/3962240986_0661edc43a_n.jpg,0
train/daisy/19019544592_b64469bf84_n.jpg,0
train/sunflower/15054865217_e398d0dc9f_n.jpg,3
train/rose/18563353954_b761d97155_m.jpg,2
train/tulip/16138212287_643bf336e1_m.jpg,4
train/dandelion/34552250422_320900fd8e_n.jpg,1
train/dandelion/2478018280_1be353ca8c_m.jpg,1
train/daisy/6299498346_b9774b6500.jpg,0
train/tulip/3523398585_376960a611_m.jpg,4
train/sunflower/15042911059_b6153d94e7_n.jpg,3
train/rose/33411423082_8150d9254e_n.jpg,2
train/tulip/5691090657_2f1e9bf49e_n.jpg,4
train/sunflower/1788133737_b1133d1aa7.jpg,3
train/dandelion/13897156242_dca5d93075_m.jpg,1
train/rose/15697872479_ed48e9dd73_n.jpg,2
train/daisy/3415180846_d7b5cced14_m.jpg,0
train/rose/8301512319_45185c447f_n.jpg,2
train/tulip/5718781677_d5e9267115_n.jpg,4
train/daisy/28056118836_77a6847d94_n.jpg,0
train/tulip/4395433872_e073d8c721_n.jpg,4
train/rose/4900231976_f8ced2b42a_n.jpg,2
train/tulip/6267021825_a8316e0dcc_m.jpg,4
train/dandelion/14171812905_8b81d50eb9_n.jpg,1
train/daisy/5435522104_1d6a61b431_n.jpg,0
train/tulip/444963906_e41492b692.jpg,4
train/rose/4396642388_3081a38875_n.jpg,2
train/tulip/9870557734_88eb3b9e3b_n.jpg,4
train/rose/3422228549_f147d6e642.jpg,2
train/rose/3026375835_a20ecdd140_m.jpg,2
train/daisy/34540113401_b81594e92a_n.jpg,0
train/sunflower/678714585_addc9aaaef.jpg,3
train/rose/18376177250_86060cbdc9.jpg,2
train/tulip/430785322_7ddef64c68_m.jpg,4
train/rose/5249439791_196b4e7fc7.jpg,2
train/daisy/2621723097_736febb4a4_n.jpg,0
train/rose/15999816377_4b95e0b538_n.jpg,2
train/rose/8642943283_47e44d049d_m.jpg,2
train/dandelion/3469112805_6cc8640236.jpg,1
train/dandelion/19551343954_83bb52f310_m.jpg,1
train/dandelion/8720503800_cab5c62a34.jpg,1
train/rose/18302793940_8fcc8b4661_n.jpg,2
train/rose/20596941736_f2c5f496cf.jpg,2
train/daisy/517054463_036db655a1_m.jpg,0
train/rose/1445228333_59a07e0801.jpg,2
train/rose/5172171681_5934378f08.jpg,2
train/dandelion/8915661673_9a1cdc3755_m.jpg,1
train/tulip/2431737309_1468526f8b.jpg,4
train/daisy/16056178001_bebc2153fe_n.jpg,0
train/tulip/5674704952_9bd225ed9e_n.jpg,4
train/rose/3654988152_b11178bbcb.jpg,2
train/daisy/5874818796_3efbb8769d.jpg,0
train/tulip/20896271018_9f1dc41c93_n.jpg,4
train/sunflower/15122112402_cafa41934f.jpg,3
train/dandelion/501987276_744448580c_m.jpg,1
train/dandelion/4557781241_0060cbe723_n.jpg,1
train/rose/10503217854_e66a804309.jpg,2
train/rose/4702438868_278b9cf41c_n.jpg,2
train/rose/7456439862_8b1ae909b7_n.jpg,2
train/tulip/4550117239_5907aaba4c.jpg,4
train/dandelion/13916196427_50a611008f.jpg,1
train/tulip/17706953166_cc21734d26_n.jpg,4
train/rose/488849503_63a290a8c2_m.jpg,2
train/tulip/3011223301_09b4e3edb7.jpg,4
train/sunflower/9825716455_f12bcc8d4e_n.jpg,3
train/daisy/158869618_f1a6704236_n.jpg,0
train/tulip/17291930305_79deae6a90_n.jpg,4
train/tulip/13910126337_53faf1d214_n.jpg,4
train/sunflower/20965412955_2c640b13bd.jpg,3
train/sunflower/4745991955_6804568ae0_n.jpg,3
train/sunflower/6606753075_72ee32aa30_m.jpg,3
train/dandelion/19437578578_6ab1b3c984.jpg,1
train/rose/5182167964_9d1a0be0b8_n.jpg,2
train/rose/2713683760_d98cd2a05b_m.jpg,2
train/tulip/14061132852_89122de5f9_n.jpg,4
train/rose/7456196908_d34b9b76c4_n.jpg,2
train/daisy/5435513198_90ce39f1aa_n.jpg,0
train/tulip/107693873_86021ac4ea_n.jpg,4
train/dandelion/33877161494_05686b7f7a_n.jpg,1
train/sunflower/5967283168_90dd4daf28_n.jpg,3
train/daisy/3338077096_3a8ed0e2bc_m.jpg,0
train/daisy/33839388103_79cb79f7bc_n.jpg,0
train/sunflower/4831577091_f56157a5d5_n.jpg,3
train/sunflower/45045003_30bbd0a142_m.jpg,3
train/tulip/8511683706_4173683d45_m.jpg,4
train/daisy/10437754174_22ec990b77_m.jpg,0
train/tulip/8717900362_2aa508e9e5.jpg,4
train/rose/7316409504_7cf3707f8a_m.jpg,2
train/rose/5578766623_542c91dfaa_n.jpg,2
train/rose/14221192676_eb8c89a7d6_n.jpg,2
train/rose/8667101118_87ea757b15.jpg,2
train/sunflower/7804213238_1d92ae5edb_m.jpg,3
train/sunflower/2694860538_b95d60122c_m.jpg,3
train/sunflower/9309473873_9d62b9082e.jpg,3
train/rose/4612826243_7d86870a1b_n.jpg,2
train/tulip/12584810723_c97d00fcfd.jpg,4
train/tulip/17994129033_bbd0acba62_n.jpg,4
train/rose/5001847255_34ff6146ec_n.jpg,2
train/rose/9369421752_db1ab2a6a4_m.jpg,2
train/tulip/14093884601_c87b5cd663_n.jpg,4
train/dandelion/141652526_2be95f21c3_n.jpg,1
train/rose/7481119492_a0016cb059_n.jpg,2
train/dandelion/8716513637_2ba0c4e6cd_n.jpg,1
train/dandelion/16699732794_5bfd639cf8_n.jpg,1
train/tulip/2272006181_785f1be94f_n.jpg,4
train/daisy/16819071290_471d99e166_m.jpg,0
train/tulip/420216121_3ee33723d7_m.jpg,4
train/sunflower/19710076021_f5bb162540.jpg,3
train/dandelion/19437710780_c5f2156438.jpg,1
train/tulip/132538272_63658146d9_n.jpg,4
train/rose/8272822550_fc49484186_n.jpg,2
train/sunflower/5994586159_1dd99d66b4_n.jpg,3
train/tulip/5674125303_953b0ecf38.jpg,4
train/rose/18760363474_a707331322_n.jpg,2
train/tulip/6970683464_f70838ca3a_n.jpg,4
train/tulip/8838975946_f54194894e_m.jpg,4
train/dandelion/34568232012_2e771f16f8_n.jpg,1
train/tulip/20692436712_75b2deaedf_n.jpg,4
train/sunflower/4191299785_a4faca9b74_n.jpg,3
train/tulip/6989946990_62c639ff16_n.jpg,4
train/daisy/5626895440_97a0ec04c2_n.jpg,0
train/sunflower/9431896325_23bf6e8761.jpg,3
train/tulip/6038098425_b3b4fb62cc_m.jpg,4
train/tulip/17012955700_7141d29eee.jpg,4
train/daisy/11124324295_503f3a0804.jpg,0
train/daisy/9225336602_e6c392f941_n.jpg,0
train/daisy/34652819496_0b6f758986_n.jpg,0
train/daisy/34661399476_9ea7e2fd53_n.jpg,0
train/rose/5736328472_8f25e6f6e7.jpg,2
train/dandelion/18089878729_907ed2c7cd_m.jpg,1
train/rose/8035908422_87220425d2_n.jpg,2
train/tulip/12764617214_12211c6a0c_m.jpg,4
train/daisy/799952628_bf836677fa_n.jpg,0
train/rose/5002450022_33337e895b_n.jpg,2
train/tulip/4571993204_5b3efe0e78.jpg,4
train/tulip/8586204750_2891bd2ec9_n.jpg,4
train/tulip/510698601_9f61d6f8d8.jpg,4
train/dandelion/33881120324_552f677c1a_n.jpg,1
train/rose/14019883858_e5d2a0ec10_n.jpg,2
train/rose/10090824183_d02c613f10_m.jpg,2
train/dandelion/8748402330_c00f9fbf7f_n.jpg,1
train/rose/11102341464_508d558dfc_n.jpg,2
train/rose/5336562212_d014ddf9ca_n.jpg,2
train/rose/17104364030_ee31ee279b_n.jpg,2
train/dandelion/34582964591_dc9f160fce_n.jpg,1
train/daisy/5434901893_4550be3f84_m.jpg,0
train/tulip/112951022_4892b1348b_n.jpg,4
train/dandelion/7448453384_fb9caaa9af_n.jpg,1
train/sunflower/5999024446_5721493894.jpg,3
train/daisy/9346508462_f0af3163f4.jpg,0
train/tulip/8659691170_09db83d023.jpg,4
train/sunflower/13959937305_2f5c532886_n.jpg,3
train/rose/7456196174_f9de97ba73_n.jpg,2
train/sunflower/1484598527_579a272f53.jpg,3
train/dandelion/8223949_2928d3f6f6_n.jpg,1
train/tulip/12548574923_5e90f4ceea.jpg,4
train/daisy/3506866918_61dd5fc53b_n.jpg,0
train/tulip/2503489175_f0848d3e8e.jpg,4
train/rose/145862135_ab710de93c_n.jpg,2
train/daisy/9593034725_0062f0d24e_n.jpg,0
train/dandelion/2470874500_43d8011e75.jpg,1
train/daisy/10993818044_4c19b86c82.jpg,0
train/rose/4061451210_1650590c6a.jpg,2
train/dandelion/4721773235_429acdf496_n.jpg,1
train/sunflower/2980154410_bffd7a3452_n.jpg,3
train/daisy/2536529152_33ef3ee078_n.jpg,0
train/rose/18599603859_f2ec616ddf_n.jpg,2
train/dandelion/4632757134_40156d7d5b.jpg,1
train/daisy/18711159980_11d3bd5042.jpg,0
train/rose/15424480096_45bb574b33.jpg,2
train/rose/537207677_f96a0507bb.jpg,2
train/tulip/5718511304_9334269df2_n.jpg,4
train/tulip/3455026124_d66cafb9fc.jpg,4
train/tulip/16074109313_2cc14c7d16.jpg,4
train/daisy/3640845041_80a92c4205_n.jpg,0
train/sunflower/1008566138_6927679c8a.jpg,3
train/tulip/8892851067_79242a7362_n.jpg,4
train/dandelion/19617501581_606be5f716_n.jpg,1
train/daisy/3474942718_c418dae6f1.jpg,0
train/dandelion/33924521963_48cdc4f455_n.jpg,1
train/tulip/8713357842_9964a93473_n.jpg,4
train/daisy/4790631791_21e9648097_n.jpg,0
train/sunflower/7728953426_abd179ab63.jpg,3
train/dandelion/142813254_20a7fd5fb6_n.jpg,1
train/daisy/14073784469_ffb12f3387_n.jpg,0
train/daisy/2408024540_37f0be7cc0_n.jpg,0
train/dandelion/5875763050_82f32f2eed_m.jpg,1
train/rose/2949945463_366bc63079_n.jpg,2
train/dandelion/5643666851_dc3f42399d_m.jpg,1
train/dandelion/22196426956_eca94f6faa_m.jpg,1
train/daisy/34670512115_af22cce24d_n.jpg,0
train/tulip/14024864234_713158c27f_n.jpg,4
train/sunflower/3001531316_efae24d37d_n.jpg,3
train/tulip/5891485349_cce7b99549.jpg,4
train/tulip/4312181724_16dab26afb_n.jpg,4
train/sunflower/18250039435_7654bc11be_n.jpg,3
train/rose/5002460330_7286e80967_n.jpg,2
train/dandelion/17831860736_3e44667bbb_n.jpg,1
train/rose/3576488381_611f3446e0_n.jpg,2
train/tulip/6931708704_fccb06fea8.jpg,4
train/dandelion/4496277750_8c34256e28.jpg,1
train/rose/16691277899_9433f39155_n.jpg,2
train/dandelion/3517492544_0fd3ed6a66_m.jpg,1
train/sunflower/265422922_bbbde781d2_m.jpg,3
train/sunflower/20871601265_daa4be4291_n.jpg,3
train/sunflower/26254755_1bfc494ef1_n.jpg,3
train/rose/4414135084_1ac7e6cd54.jpg,2
train/sunflower/3683873444_be4a609c46.jpg,3
train/daisy/10555815624_dc211569b0.jpg,0
train/daisy/5577555349_2e8490259b.jpg,0
train/dandelion/2495749544_679dc7ccef.jpg,1
train/tulip/142235017_07816937c6.jpg,4
train/tulip/5717951287_124cac32b1_n.jpg,4
train/rose/7471891548_40f350dff2_n.jpg,2
train/sunflower/16975010069_7afd290657_m.jpg,3
train/sunflower/23356825566_f5885875f2.jpg,3
train/rose/3663244576_97f595cf4a.jpg,2
train/rose/15681454551_b6f73ce443_n.jpg,2
train/sunflower/9558627290_353a14ba0b_m.jpg,3
train/tulip/2220085701_896054d263_n.jpg,4
train/dandelion/2542908888_25a1c78ff0.jpg,1
train/tulip/7166635566_ee240b5408_n.jpg,4
train/tulip/14069913627_6e87392642_n.jpg,4
train/sunflower/4664737020_b4c61aacd3_n.jpg,3
train/dandelion/5886830036_2b99899c95.jpg,1
train/rose/9164924345_6b63637acf.jpg,2
train/rose/19027407015_141c10ddcb_n.jpg,2
train/tulip/19268907364_d94a846fc8_n.jpg,4
train/sunflower/7176723954_e41618edc1_n.jpg,3
train/dandelion/284497233_c19801752c.jpg,1
train/dandelion/9613826015_f345354874.jpg,1
train/sunflower/14741866338_bdc8bfc8d5_n.jpg,3
train/rose/3630246240_4fee9a33db.jpg,2
train/rose/12572786553_634868f7f2_n.jpg,2
train/rose/4694341873_65fe187a4e_n.jpg,2
train/dandelion/34721329895_529f999fb6_n.jpg,1
train/daisy/34729724865_787c98299d_n.jpg,0
train/dandelion/510874382_f7e3435043.jpg,1
train/tulip/16570062929_6c41c66387_n.jpg,4
train/daisy/5561775629_a2b709b3a4_n.jpg,0
train/dandelion/2693136371_dde2570813.jpg,1
train/tulip/5718512060_b78a25c084_n.jpg,4
train/sunflower/864957037_c75373d1c5.jpg,3
train/sunflower/22405882322_d4561f8469_n.jpg,3
train/dandelion/4552591312_02fe1dcc04_n.jpg,1
train/dandelion/34694292346_83b4d97809_n.jpg,1
train/sunflower/310380634_60e6c79989.jpg,3
train/sunflower/145303599_2627e23815_n.jpg,3
train/tulip/5738195260_b3fc107aa7_n.jpg,4
train/rose/8063462557_e0a8bd6c64_n.jpg,2
train/dandelion/2480853696_aacdbb5324.jpg,1
train/tulip/17324469461_2b318aff8d_m.jpg,4
train/rose/4951581805_b049304f1b_n.jpg,2
train/daisy/5110110938_9da91455c4_m.jpg,0
train/sunflower/44079668_34dfee3da1_n.jpg,3
train/dandelion/2502627784_4486978bcf.jpg,1
train/dandelion/14439618952_470224b89b_n.jpg,1
train/sunflower/14925398441_107f3e0304_n.jpg,3
train/sunflower/17433282043_441b0a07f4_n.jpg,3
train/rose/5335935585_e4a8435aab_n.jpg,2
train/dandelion/3365850019_8158a161a8_n.jpg,1
train/dandelion/33892172244_684e99b6fc_n.jpg,1
train/tulip/17078576150_6f272ce73f_n.jpg,4
train/daisy/8619103877_d8c82c5f34_n.jpg,0
train/tulip/14094114202_4c1d7f1116.jpg,4
train/tulip/7002703410_3e97b29da5_n.jpg,4
train/daisy/3475870145_685a19116d.jpg,0
train/rose/8775267816_726ddc6d92_n.jpg,2
train/dandelion/5797606814_ccac615312_m.jpg,1
train/dandelion/9293460423_7fbb1e3c32_n.jpg,1
train/sunflower/193878348_43571127b9_n.jpg,3
train/dandelion/2479491210_98e41c4e7d_m.jpg,1
train/dandelion/6229634119_af5fec0a22.jpg,1
train/tulip/14487943607_651e8062a1_m.jpg,4
train/rose/16476788181_0e2ffc719a.jpg,2
train/daisy/8063844363_db3f4dea85.jpg,0
train/tulip/16594995743_ce72c61201_n.jpg,4
train/tulip/2254152047_d3bf8903cd_n.jpg,4
train/dandelion/14021281124_89cc388eac_n.jpg,1
train/tulip/13471563274_471fc1db33_m.jpg,4
train/tulip/2402342888_dd65677013.jpg,4
train/daisy/7630511450_02d3292e90.jpg,0
train/tulip/5470898169_52a5ab876c_n.jpg,4
train/daisy/33837577463_1ae52a3726_n.jpg,0
train/rose/1788484468_f73afa6c32_n.jpg,2
train/sunflower/19915160340_ec904edbdf_n.jpg,3
train/dandelion/8756906129_b05a1b26f2.jpg,1
train/dandelion/9011235009_58c7b244c1_n.jpg,1
train/rose/14107161906_5737e0e4ec.jpg,2
train/dandelion/18243329421_771b4d938e.jpg,1
train/rose/14747962886_2bff6bb323_m.jpg,2
train/dandelion/4573204385_9b71e96b35_m.jpg,1
train/daisy/3611577717_f3a7a8c416_n.jpg,0
train/daisy/3117644024_1cbb59a509_n.jpg,0
train/tulip/13561908485_7e4f8d508b.jpg,4
train/dandelion/479495978_ee22cf05be.jpg,1
train/rose/2347579838_dd6d2aaefc_n.jpg,2
train/sunflower/8292914969_4a76608250_m.jpg,3
train/tulip/8673412732_f8fd690ee4_n.jpg,4
train/tulip/5691672942_70a93d70fc.jpg,4
train/dandelion/13386618495_3df1f1330d.jpg,1
train/daisy/33872893913_72d64a9b85_n.jpg,0
train/rose/5206847130_ee4bf0e4de_n.jpg,2
train/daisy/7568630428_8cf0fc16ff_n.jpg,0
train/sunflower/5963905278_6a8efc6b27_n.jpg,3
